ID_Venda;Data_Venda;Produto;Categoria;Quantidade;Preco_Unitario;Desconto;Cliente;Cidade;Estado;Forma_Pagamento;Valor_Total
0.0;2024-09-07;Mouse;Eletrônicos;1.0;0.9745522748540257;0.7333333333333334;Amy Anthony;Port Malloryport;Nebraska;Pix;0.7918687344897107
0.00020004000800160032;2024-09-11;Mouse;Acessórios;0.8888888888888888;0.09082438826223425;0.3;Anthony Miller;North Peter;Arizona;Cartão de Débito;0.08464689149768675
0.00040008001600320064;2023-10-07;Notebook;Eletrônicos;0.5555555555555556;0.6944474199592141;0.6666666666666667;Mrs. Lisa Horne;North Petermouth;Oklahoma;Boleto;0.3481681512955386
0.000600120024004801;2024-08-10;Monitor;Acessórios;0.7777777777777778;0.007983362268810924;0.43333333333333335;Luis Mendez;Christinemouth;Connecticut;Boleto;0.012282887235570361
0.0008001600320064013;2023-03-27;Headset;Eletrônicos;0.4444444444444444;0.11076864620365859;0.4;Zachary Rogers;Maryland;North Dakota;Boleto;0.05405542378088266
0.0010002000400080016;2024-01-13;Mouse;Acessórios;0.6666666666666666;0.22968234302587617;0.16666666666666669;Walter Caldwell;Jamesmouth;Idaho;Cartão de Débito;0.16382390009512385
0.001200240048009602;2022-12-26;Headset;Eletrônicos;0.4444444444444444;0.04918357488899085;0.6;Bradley White;New Rachelberg;Oklahoma;Pix;0.024244384699177297
0.0014002800560112022;2023-10-15;Notebook;Acessórios;0.1111111111111111;0.7043892323643486;0.4;Jacqueline Watts;West Benjamin;Hawaii;Cartão de Crédito;0.1288161907032221
0.0016003200640128026;2024-09-28;Smartphone;Eletrônicos;0.8888888888888888;0.30731902526178356;0.16666666666666669;Michael Taylor;West Matthewfurt;Nevada;Pix;0.279421815420494
0.0018003600720144029;2023-01-03;Teclado;Eletrônicos;0.4444444444444444;0.15309865616770316;0.13333333333333333;Samantha Johnson;Reneemouth;Hawaii;Cartão de Crédito;0.08002980728501558
0.002000400080016003;2024-02-24;Smartphone;Acessórios;0.5555555555555556;0.9097233310225373;0.7666666666666667;Kyle Thomas;North Carolyn;Louisiana;Cartão de Crédito;0.4377042967998046
0.0022004400880176033;2023-07-03;Teclado;Acessórios;0.8888888888888888;0.1494647105071153;0.46666666666666673;Alexander Holmes;Lake Garyhaven;Vermont;Cartão de Crédito;0.12677523008775546
0.002400480096019204;2024-10-01;Monitor;Acessórios;0.5555555555555556;0.4933455138556811;0.23333333333333336;Christopher Cox;Mendeztown;Illinois;Cartão de Crédito;0.28911731686049114
0.002600520104020804;2024-04-13;Teclado;Eletrônicos;0.4444444444444444;0.5743857358537853;0.3666666666666667;Robert Bruce;Willieburgh;California;Boleto;0.2675737741774893
